shipment_id,carrier,region,shipment_mode,product_category,ship_date,delivery_date,delivery_days,estimated_days,freight_cost_usd,shipment_weight_kg,shipment_value_usd,is_late,is_damaged,delivery_status
SHP_02843,DTDC,Mumbai,Sea,Pharma,2022-11-25,2022-12-11,16,10,95.33,167.3,592.46,True,False,Late
SHP_02844,Gati,Mumbai,Sea,Consumer Goods,2022-06-20,2022-07-07,17,10,166.2,305.07,503.65,True,False,Late
SHP_02845,FedEx,Bangalore,Air,Industrial,2023-02-04,2023-02-12,8,6,42.67,206.52,312.26,True,False,Late
SHP_02846,Ecom Express,Mumbai,Air,Apparel,2022-07-14,2022-07-25,11,8,56.18,267.83,114.62,True,False,Late
SHP_02847,Delhivery,Jaipur,Sea,Auto Parts,2023-04-25,2023-05-03,8,6,126.87,398.43,402.61,True,False,Late
SHP_02848,XpressBees,Jaipur,Ground,Medical Devices,2022-03-11,2022-03-17,6,5,100.58,135.08,252.66,True,False,Late
SHP_02849,Gati,Chennai,Ground,Auto Parts,2022-01-13,2022-01-26,13,6,156.63,480.67,682.54,True,False,Late
SHP_02850,Ecom Express,Delhi,Air,Apparel,2023-01-09,2023-01-16,7,7,46.56,15.8,97.15,False,False,On Time
SHP_02851,Ecom Express,Chennai,Air,Apparel,2023-08-15,2023-08-21,6,5,129.39,279.53,655.7,True,False,Late
SHP_02852,UPS,Delhi,Air,Auto Parts,2023-12-01,2023-12-06,5,6,43.04,220.97,271.05,False,False,On Time
SHP_02853,DTDC,Surat,Ground,Apparel,2022-07-08,2022-07-17,9,3,104.07,32.49,488.62,True,True,Late
SHP_02854,DTDC,Bangalore,Sea,Auto Parts,2022-09-17,2022-09-26,9,4,202.74,80.5,1151.25,True,False,Late
SHP_02855,BlueDart,Kolkata,Ground,Electronics,2022-06-10,2022-06-19,9,8,59.86,342.37,126.72,True,False,Late
SHP_02856,FedEx,Mumbai,Sea,Electronics,2023-09-26,2023-10-06,10,7,105.7,355.15,293.1,True,False,Late
SHP_02857,BlueDart,Mumbai,Air,Food,2023-03-05,2023-03-10,5,3,39.14,120.69,87.27,True,False,Late
SHP_02858,Amazon Logistics,Chennai,Air,Food,2023-11-17,2023-11-24,7,7,117.1,320.05,372.96,False,False,On Time
SHP_02859,BlueDart,Jaipur,Air,Consumer Goods,2023-08-10,2023-08-18,8,5,28.16,303.27,203.52,True,False,Late
SHP_02860,BlueDart,Delhi,Ground,Consumer Goods,2023-09-19,2023-10-01,12,9,74.48,338.19,153.09,True,False,Late
SHP_02861,DHL,Hyderabad,Ground,Industrial,2022-09-16,2022-09-19,3,4,65.9,218.23,236.15,False,False,On Time
SHP_02862,DHL,Surat,Ground,Industrial,2022-12-06,2022-12-08,2,3,59.57,328.12,294.2,False,False,On Time
SHP_02863,SpeedPost,Kolkata,Sea,Apparel,2023-06-13,2023-06-24,11,3,103.33,48.4,429.02,True,False,Late
SHP_02864,DHL,Jaipur,Ground,Consumer Goods,2022-04-12,2022-04-17,5,6,59.64,81.63,237.87,False,False,On Time
SHP_02865,BlueDart,Bangalore,Air,Pharma,2022-11-29,2022-12-07,8,6,93.03,318.16,317.24,True,False,Late
SHP_02866,SafeExpress,Mumbai,Sea,Industrial,2023-05-24,2023-06-03,10,9,248.92,373.2,1508.0,True,False,Late
SHP_02867,DHL,Delhi,Air,Electronics,2022-12-04,2022-12-10,6,5,58.53,343.07,410.23,True,False,Late
SHP_02868,SafeExpress,Surat,Sea,Apparel,2023-02-16,2023-02-21,5,3,94.84,222.85,492.14,True,True,Late
SHP_02869,BlueDart,Mumbai,Ground,Medical Devices,2023-07-01,2023-07-07,6,3,74.44,418.47,341.72,True,False,Late
SHP_02870,DTDC,Bangalore,Air,Food,2023-01-12,2023-01-23,11,8,198.94,182.55,1447.43,True,True,Late
SHP_02871,SafeExpress,Pune,Sea,Consumer Goods,2023-03-30,2023-04-13,14,8,169.27,303.83,1204.45,True,False,Late
SHP_02872,BlueDart,Ahmedabad,Sea,Food,2022-01-19,2022-01-27,8,7,74.11,485.8,344.83,True,False,Late
SHP_02873,Gati,Delhi,Air,Consumer Goods,2022-01-01,2022-01-16,15,8,182.68,455.83,408.08,True,False,Late
SHP_02874,Delhivery,Bangalore,Air,Electronics,2022-07-30,2022-08-07,8,6,99.48,297.76,423.36,True,True,Late
SHP_02875,Amazon Logistics,Chennai,Ground,Auto Parts,2023-03-20,2023-03-24,4,4,95.52,317.99,700.04,False,False,On Time
SHP_02876,SafeExpress,Chennai,Air,Auto Parts,2022-10-15,2022-10-24,9,9,213.29,373.98,1361.46,False,False,On Time
SHP_02877,Gati,Ahmedabad,Sea,Apparel,2023-04-23,2023-05-01,8,4,205.27,467.55,1534.23,True,False,Late
SHP_02878,BlueDart,Chennai,Sea,Auto Parts,2023-07-08,2023-07-16,8,8,78.9,367.07,613.8,False,False,On Time
SHP_02879,SpeedPost,Surat,Ground,Electronics,2023-07-14,2023-07-23,9,7,254.45,233.97,1572.52,True,True,Late
SHP_02880,SpeedPost,Mumbai,Sea,Pharma,2023-04-27,2023-05-09,12,6,185.73,307.93,1463.8,True,False,Late
SHP_02881,SafeExpress,Hyderabad,Ground,Medical Devices,2023-04-19,2023-04-29,10,7,129.88,425.07,293.44,True,False,Late
SHP_02882,UPS,Kolkata,Air,Consumer Goods,2023-10-18,2023-10-27,9,8,93.69,149.21,441.42,True,False,Late
SHP_02883,SpeedPost,Delhi,Sea,Consumer Goods,2022-02-01,2022-02-10,9,7,141.36,326.3,719.86,True,False,Late
SHP_02884,Amazon Logistics,Pune,Sea,Pharma,2023-04-19,2023-04-29,10,9,78.16,157.46,394.26,True,False,Late
SHP_02885,Gati,Ahmedabad,Ground,Consumer Goods,2023-11-13,2023-11-22,9,4,165.85,155.06,1151.47,True,False,Late
SHP_02886,Gati,Mumbai,Ground,Food,2022-02-28,2022-03-10,10,10,225.15,420.18,1079.4,False,False,On Time
SHP_02887,Gati,Chennai,Ground,Pharma,2023-10-20,2023-10-29,9,3,171.41,109.35,943.31,True,False,Late
SHP_02888,BlueDart,Surat,Ground,Industrial,2022-01-14,2022-01-20,6,6,67.92,294.14,274.42,False,False,On Time
SHP_02889,Delhivery,Mumbai,Sea,Apparel,2022-08-18,2022-08-22,4,4,122.62,341.85,534.07,False,False,On Time
SHP_02890,XpressBees,Chennai,Ground,Medical Devices,2022-05-02,2022-05-12,10,7,72.3,131.61,443.91,True,False,Late
SHP_02891,UPS,Chennai,Ground,Auto Parts,2023-05-14,2023-05-19,5,4,69.51,306.38,508.63,True,False,Late
SHP_02892,SafeExpress,Pune,Ground,Medical Devices,2022-12-19,2022-12-28,9,10,244.38,74.82,548.81,False,False,On Time
SHP_02893,DTDC,Delhi,Air,Consumer Goods,2022-11-13,2022-11-24,11,7,181.45,399.76,1232.98,True,False,Late
SHP_02894,UPS,Delhi,Sea,Food,2023-11-10,2023-11-14,4,4,75.15,366.34,504.57,False,False,On Time
SHP_02895,Delhivery,Mumbai,Ground,Consumer Goods,2022-04-16,2022-04-21,5,5,116.28,453.22,610.02,False,False,On Time
SHP_02896,SafeExpress,Mumbai,Ground,Consumer Goods,2022-10-31,2022-11-12,12,7,180.34,176.67,1086.94,True,False,Late
SHP_02897,Delhivery,Pune,Ground,Medical Devices,2023-08-18,2023-08-25,7,8,38.24,204.24,238.39,False,False,On Time
SHP_02898,XpressBees,Ahmedabad,Ground,Industrial,2022-08-10,2022-08-16,6,6,76.26,428.98,240.23,False,False,On Time
SHP_02899,DHL,Hyderabad,Sea,Consumer Goods,2022-02-06,2022-02-12,6,3,43.68,371.04,151.36,True,False,Late
SHP_02900,SafeExpress,Bangalore,Ground,Pharma,2022-07-08,2022-07-14,6,5,91.17,222.34,701.41,True,False,Late
SHP_02901,Ecom Express,Delhi,Ground,Pharma,2023-03-19,2023-03-28,9,10,121.36,34.03,490.85,False,False,On Time
SHP_02902,DHL,Mumbai,Air,Food,2022-09-16,2022-09-26,10,7,28.48,218.49,138.23,True,False,Late
SHP_02903,FedEx,Kolkata,Air,Electronics,2023-07-19,2023-07-25,6,6,104.27,409.04,576.51,False,False,On Time
SHP_02904,FedEx,Jaipur,Air,Consumer Goods,2023-10-27,2023-10-31,4,5,25.26,168.92,54.29,False,False,On Time
SHP_02905,UPS,Kolkata,Air,Pharma,2023-07-27,2023-08-01,5,5,78.65,326.36,367.05,False,False,On Time
SHP_02906,XpressBees,Mumbai,Ground,Industrial,2023-09-28,2023-10-08,10,8,102.21,267.96,477.26,True,False,Late
SHP_02907,Amazon Logistics,Bangalore,Air,Consumer Goods,2022-07-18,2022-07-23,5,5,97.76,259.52,602.42,False,False,On Time
SHP_02908,FedEx,Bangalore,Ground,Pharma,2022-10-26,2022-11-04,9,7,98.89,183.15,541.67,True,False,Late
SHP_02909,DTDC,Ahmedabad,Ground,Pharma,2023-08-05,2023-08-13,8,9,196.41,443.12,1513.31,False,False,On Time
SHP_02910,SafeExpress,Hyderabad,Ground,Apparel,2023-01-06,2023-01-18,12,10,161.55,233.16,566.01,True,False,Late
SHP_02911,Amazon Logistics,Hyderabad,Air,Auto Parts,2022-01-04,2022-01-13,9,7,58.4,234.32,388.51,True,False,Late
SHP_02912,Ecom Express,Delhi,Air,Auto Parts,2022-06-06,2022-06-13,7,7,66.88,31.12,374.02,False,False,On Time
SHP_02913,UPS,Kolkata,Sea,Electronics,2023-10-22,2023-11-01,10,9,37.55,13.91,152.06,True,False,Late
SHP_02914,FedEx,Surat,Ground,Pharma,2022-12-09,2022-12-20,11,9,81.99,5.78,262.99,True,False,Late
SHP_02915,Gati,Kolkata,Ground,Industrial,2023-04-29,2023-05-07,8,8,105.98,291.53,333.35,False,False,On Time
SHP_02916,UPS,Hyderabad,Air,Medical Devices,2022-09-01,2022-09-10,9,8,33.74,199.76,71.13,True,False,Late
SHP_02917,FedEx,Jaipur,Sea,Industrial,2023-07-24,2023-07-30,6,3,71.2,465.52,193.02,True,True,Late
SHP_02918,Amazon Logistics,Kolkata,Ground,Electronics,2023-01-11,2023-01-15,4,5,75.35,324.61,478.26,False,False,On Time
SHP_02919,DTDC,Mumbai,Ground,Food,2022-08-19,2022-09-04,16,9,184.22,366.14,1028.43,True,False,Late
SHP_02920,UPS,Hyderabad,Ground,Electronics,2023-11-17,2023-11-21,4,3,127.32,46.25,962.31,True,False,Late
SHP_02921,DHL,Mumbai,Sea,Auto Parts,2022-02-22,2022-02-28,6,4,83.3,181.38,529.71,True,False,Late
SHP_02922,DHL,Bangalore,Ground,Industrial,2023-08-02,2023-08-12,10,10,97.04,465.18,327.79,False,False,On Time
SHP_02923,UPS,Mumbai,Air,Pharma,2023-11-22,2023-11-30,8,5,119.63,235.6,888.47,True,False,Late
SHP_02924,XpressBees,Hyderabad,Sea,Auto Parts,2023-11-22,2023-11-30,8,8,116.16,211.42,647.01,False,False,On Time
SHP_02925,XpressBees,Hyderabad,Ground,Apparel,2022-12-21,2022-12-28,7,5,94.63,340.39,622.79,True,False,Late
SHP_02926,Gati,Bangalore,Air,Industrial,2022-03-27,2022-04-08,12,9,100.34,389.39,327.82,True,False,Late
SHP_02927,Gati,Pune,Air,Food,2022-09-02,2022-09-20,18,10,218.12,434.26,1469.36,True,False,Late
SHP_02928,Ecom Express,Jaipur,Sea,Auto Parts,2023-01-24,2023-01-30,6,4,105.55,2.9,546.87,True,False,Late
SHP_02929,FedEx,Ahmedabad,Ground,Pharma,2023-01-07,2023-01-17,10,7,100.98,258.35,249.73,True,False,Late
SHP_02930,SpeedPost,Mumbai,Sea,Pharma,2022-08-05,2022-08-20,15,8,152.14,141.98,345.48,True,False,Late
SHP_02931,DTDC,Hyderabad,Ground,Pharma,2023-08-02,2023-08-13,11,9,112.88,187.26,390.67,True,False,Late
SHP_02932,XpressBees,Jaipur,Air,Electronics,2022-04-30,2022-05-03,3,4,120.66,259.28,820.98,False,False,On Time
SHP_02933,Amazon Logistics,Hyderabad,Ground,Consumer Goods,2023-06-08,2023-06-19,11,8,48.35,83.39,167.13,True,False,Late
SHP_02934,Ecom Express,Delhi,Sea,Food,2022-02-23,2022-03-05,10,10,93.34,346.74,663.51,False,True,On Time
SHP_02935,DHL,Bangalore,Air,Consumer Goods,2022-09-29,2022-10-05,6,5,89.7,474.16,536.06,True,False,Late
SHP_02936,Delhivery,Pune,Ground,Apparel,2023-08-12,2023-08-25,13,10,115.77,359.27,329.42,True,False,Late
SHP_02937,DTDC,Ahmedabad,Sea,Industrial,2023-09-16,2023-09-29,13,7,134.91,2.96,411.07,True,False,Late
SHP_02938,XpressBees,Delhi,Ground,Industrial,2023-11-30,2023-12-10,10,10,33.46,215.18,158.87,False,False,On Time
SHP_02939,Amazon Logistics,Mumbai,Ground,Medical Devices,2022-05-28,2022-06-04,7,5,71.83,471.4,328.06,True,False,Late
SHP_02940,Amazon Logistics,Jaipur,Ground,Auto Parts,2023-04-27,2023-05-06,9,8,54.27,256.6,396.22,True,False,Late
SHP_02941,FedEx,Chennai,Ground,Pharma,2022-04-29,2022-05-07,8,5,129.07,491.87,580.26,True,False,Late
SHP_02942,DHL,Pune,Sea,Consumer Goods,2022-07-06,2022-07-17,11,10,94.67,32.47,585.99,True,False,Late
SHP_02943,Ecom Express,Chennai,Sea,Pharma,2022-04-24,2022-04-30,6,5,113.36,264.23,762.43,True,False,Late
SHP_02944,BlueDart,Kolkata,Sea,Medical Devices,2023-02-21,2023-02-24,3,4,128.02,205.09,873.08,False,False,On Time
SHP_02945,UPS,Chennai,Air,Auto Parts,2022-01-29,2022-02-08,10,9,89.4,259.47,643.53,True,False,Late
SHP_02946,FedEx,Kolkata,Air,Apparel,2022-05-14,2022-05-25,11,10,50.33,26.9,353.42,True,False,Late
SHP_02947,UPS,Ahmedabad,Air,Consumer Goods,2023-10-13,2023-10-19,6,5,56.32,436.17,231.64,True,False,Late
SHP_02948,FedEx,Delhi,Air,Electronics,2022-08-03,2022-08-08,5,3,82.18,93.41,610.14,True,False,Late
SHP_02949,DHL,Kolkata,Ground,Electronics,2022-11-23,2022-12-01,8,7,90.37,255.57,459.22,True,False,Late
SHP_02950,Delhivery,Kolkata,Ground,Industrial,2022-03-23,2022-03-26,3,3,90.99,275.71,467.1,False,False,On Time
SHP_02951,FedEx,Bangalore,Sea,Consumer Goods,2023-03-20,2023-03-24,4,3,112.59,306.92,488.72,True,False,Late
SHP_02952,SpeedPost,Surat,Ground,Apparel,2023-07-04,2023-07-16,12,5,258.23,224.78,572.24,True,False,Late
SHP_02953,BlueDart,Delhi,Sea,Food,2023-11-22,2023-11-30,8,5,81.74,433.59,389.22,True,False,Late
SHP_02954,UPS,Chennai,Sea,Apparel,2022-01-18,2022-01-26,8,6,124.19,261.72,978.74,True,False,Late
SHP_02955,XpressBees,Ahmedabad,Sea,Consumer Goods,2022-05-20,2022-06-01,12,9,98.75,389.01,307.8,True,False,Late
SHP_02956,XpressBees,Kolkata,Air,Food,2022-06-03,2022-06-09,6,3,129.36,241.82,694.18,True,False,Late
SHP_02957,XpressBees,Delhi,Sea,Pharma,2023-02-21,2023-03-01,8,5,48.89,111.32,284.85,True,False,Late
SHP_02958,Gati,Pune,Ground,Food,2022-12-17,2022-12-27,10,9,114.72,325.36,820.55,True,False,Late
SHP_02959,XpressBees,Ahmedabad,Sea,Pharma,2022-02-27,2022-03-07,8,7,47.36,265.6,295.26,True,False,Late
SHP_02960,DHL,Bangalore,Ground,Food,2023-10-14,2023-10-19,5,5,82.83,408.0,568.27,False,False,On Time
SHP_02961,DHL,Hyderabad,Sea,Apparel,2022-09-18,2022-09-21,3,3,59.76,169.21,445.18,False,False,On Time
SHP_02962,SafeExpress,Chennai,Sea,Auto Parts,2023-04-15,2023-04-21,6,3,98.77,208.08,773.01,True,False,Late
SHP_02963,FedEx,Pune,Sea,Consumer Goods,2023-10-15,2023-10-24,9,7,116.29,230.39,600.74,True,False,Late
SHP_02964,Delhivery,Kolkata,Sea,Pharma,2022-11-01,2022-11-11,10,7,95.48,448.94,618.4,True,False,Late
SHP_02965,SafeExpress,Chennai,Air,Apparel,2022-07-02,2022-07-07,5,4,131.02,301.34,538.95,True,False,Late
SHP_02966,SafeExpress,Ahmedabad,Air,Pharma,2023-11-07,2023-11-17,10,9,123.05,307.67,940.11,True,False,Late
SHP_02967,SpeedPost,Hyderabad,Air,Consumer Goods,2022-10-09,2022-10-18,9,3,154.26,318.27,858.89,True,False,Late
SHP_02968,FedEx,Bangalore,Sea,Pharma,2022-08-19,2022-08-28,9,6,78.72,347.06,271.42,True,False,Late
SHP_02969,XpressBees,Delhi,Ground,Apparel,2023-07-12,2023-07-18,6,6,62.36,275.09,144.68,False,False,On Time
SHP_02970,Amazon Logistics,Delhi,Air,Pharma,2022-04-30,2022-05-08,8,8,46.7,140.46,319.83,False,False,On Time
SHP_02971,XpressBees,Mumbai,Air,Auto Parts,2023-05-18,2023-05-26,8,5,105.53,35.9,412.9,True,False,Late
SHP_02972,SpeedPost,Kolkata,Sea,Medical Devices,2023-04-19,2023-04-30,11,7,252.93,170.64,1026.78,True,False,Late
SHP_02973,Delhivery,Mumbai,Ground,Medical Devices,2023-10-27,2023-11-04,8,6,39.07,355.18,97.59,True,False,Late
SHP_02974,Amazon Logistics,Pune,Ground,Electronics,2023-07-27,2023-08-05,9,6,61.22,80.65,237.39,True,False,Late
SHP_02975,Gati,Pune,Air,Pharma,2023-04-10,2023-04-15,5,5,150.98,157.01,1093.4,False,False,On Time
SHP_02976,SafeExpress,Bangalore,Air,Industrial,2023-01-19,2023-02-01,13,10,207.9,160.17,490.7,True,False,Late
SHP_02977,Gati,Bangalore,Ground,Consumer Goods,2023-09-30,2023-10-13,13,7,116.45,256.69,774.12,True,False,Late
SHP_02978,DHL,Chennai,Sea,Medical Devices,2023-12-01,2023-12-07,6,6,100.97,46.24,304.04,False,False,On Time
SHP_02979,DTDC,Mumbai,Sea,Apparel,2023-08-20,2023-08-31,11,6,122.04,322.17,825.7,True,True,Late
SHP_02980,DTDC,Delhi,Air,Electronics,2023-07-19,2023-07-26,7,3,209.32,330.19,862.71,True,False,Late
SHP_02981,SpeedPost,Jaipur,Air,Pharma,2022-10-17,2022-11-04,18,10,244.36,44.73,1662.35,True,False,Late
SHP_02982,UPS,Pune,Ground,Consumer Goods,2022-01-09,2022-01-16,7,4,119.5,43.94,932.01,True,False,Late
SHP_02983,DTDC,Chennai,Ground,Medical Devices,2023-04-30,2023-05-06,6,4,118.58,383.68,680.71,True,False,Late
SHP_02984,XpressBees,Kolkata,Sea,Consumer Goods,2022-03-31,2022-04-07,7,5,50.12,409.78,135.12,True,False,Late
SHP_02985,DHL,Bangalore,Sea,Electronics,2022-07-28,2022-08-01,4,4,29.14,145.35,208.52,False,False,On Time
SHP_02986,UPS,Jaipur,Sea,Pharma,2023-07-24,2023-07-31,7,4,64.88,206.38,444.91,True,False,Late
SHP_02987,FedEx,Jaipur,Air,Pharma,2023-06-10,2023-06-14,4,5,95.42,96.5,415.59,False,False,On Time
SHP_02988,SafeExpress,Chennai,Air,Auto Parts,2022-06-05,2022-06-16,11,6,238.58,313.2,1177.23,True,False,Late
SHP_02989,SafeExpress,Delhi,Ground,Electronics,2022-01-12,2022-01-25,13,6,242.34,46.57,652.11,True,False,Late
SHP_02990,XpressBees,Hyderabad,Air,Medical Devices,2022-01-31,2022-02-04,4,4,100.83,390.97,215.53,False,False,On Time
SHP_02991,BlueDart,Hyderabad,Ground,Medical Devices,2023-03-17,2023-03-22,5,3,33.04,447.24,160.19,True,False,Late
SHP_02992,DHL,Ahmedabad,Ground,Medical Devices,2022-06-07,2022-06-17,10,8,40.96,38.08,174.65,True,False,Late
SHP_02993,FedEx,Kolkata,Air,Food,2023-11-10,2023-11-23,13,10,101.45,46.86,794.81,True,False,Late
SHP_02994,DHL,Pune,Sea,Auto Parts,2022-02-01,2022-02-10,9,6,89.27,429.93,288.76,True,False,Late
SHP_02995,XpressBees,Mumbai,Air,Medical Devices,2023-09-01,2023-09-10,9,7,120.97,431.4,944.42,True,False,Late
SHP_02996,SpeedPost,Chennai,Sea,Apparel,2022-09-11,2022-09-23,12,6,90.67,246.83,585.11,True,False,Late
SHP_02997,DHL,Mumbai,Sea,Auto Parts,2022-03-09,2022-03-15,6,7,83.74,99.35,259.23,False,False,On Time
SHP_02998,DHL,Kolkata,Ground,Auto Parts,2022-10-28,2022-11-07,10,7,97.82,276.25,561.32,True,False,Late
SHP_02999,BlueDart,Ahmedabad,Ground,Pharma,2023-08-15,2023-08-25,10,10,39.92,425.53,157.69,False,False,On Time
SHP_03000,SafeExpress,Bangalore,Sea,Medical Devices,2023-07-18,2023-07-29,11,8,144.09,499.47,385.5,True,False,Late
SHP_03001,FedEx,Jaipur,Ground,Pharma,2022-08-08,2022-08-18,10,7,115.5,389.25,394.0,True,False,Late
SHP_03002,Amazon Logistics,Chennai,Sea,Auto Parts,2022-07-20,2022-08-01,12,9,113.32,96.66,874.5,True,False,Late
SHP_03003,DHL,Hyderabad,Sea,Food,2023-02-26,2023-03-07,9,7,63.23,155.94,286.21,True,False,Late
SHP_03004,Amazon Logistics,Kolkata,Sea,Auto Parts,2022-09-30,2022-10-06,6,4,49.24,383.48,136.97,True,False,Late
SHP_03005,FedEx,Ahmedabad,Ground,Medical Devices,2022-06-22,2022-07-04,12,10,66.96,61.35,277.89,True,False,Late
SHP_03006,Amazon Logistics,Delhi,Air,Industrial,2022-09-17,2022-09-22,5,4,71.14,272.25,443.94,True,False,Late
SHP_03007,SafeExpress,Kolkata,Air,Electronics,2023-03-01,2023-03-10,9,9,98.36,193.66,215.04,False,False,On Time
SHP_03008,Ecom Express,Delhi,Air,Apparel,2023-02-14,2023-02-18,4,3,60.88,354.78,220.24,True,False,Late
SHP_03009,DTDC,Bangalore,Sea,Consumer Goods,2023-05-28,2023-06-08,11,6,171.18,128.12,1214.65,True,False,Late
SHP_03010,BlueDart,Ahmedabad,Ground,Electronics,2022-10-01,2022-10-04,3,3,55.46,399.75,201.66,False,False,On Time
SHP_03011,DTDC,Pune,Sea,Medical Devices,2023-11-22,2023-12-06,14,9,85.16,115.82,173.87,True,False,Late
SHP_03012,SpeedPost,Kolkata,Sea,Apparel,2022-06-05,2022-06-16,11,10,252.16,484.35,1073.81,True,False,Late
SHP_03013,DTDC,Bangalore,Sea,Electronics,2023-10-30,2023-11-11,12,10,150.3,265.42,783.13,True,False,Late
SHP_03014,DHL,Jaipur,Ground,Auto Parts,2022-01-22,2022-01-29,7,6,28.08,358.21,152.8,True,False,Late
SHP_03015,Delhivery,Mumbai,Sea,Electronics,2022-03-13,2022-03-21,8,6,109.37,395.46,780.55,True,False,Late
SHP_03016,DHL,Chennai,Ground,Industrial,2023-07-30,2023-08-06,7,7,116.52,480.62,801.39,False,False,On Time
SHP_03017,SafeExpress,Kolkata,Air,Auto Parts,2023-08-08,2023-08-24,16,8,140.37,355.06,537.52,True,False,Late
SHP_03018,Delhivery,Hyderabad,Ground,Consumer Goods,2023-03-15,2023-03-24,9,8,39.51,42.73,254.89,True,False,Late
SHP_03019,SafeExpress,Pune,Ground,Apparel,2023-05-02,2023-05-11,9,8,170.09,483.63,454.73,True,False,Late
SHP_03020,SafeExpress,Delhi,Sea,Auto Parts,2022-07-29,2022-08-08,10,7,162.97,331.3,604.19,True,False,Late
SHP_03021,SpeedPost,Bangalore,Air,Medical Devices,2023-11-22,2023-12-01,9,4,208.09,275.63,1444.12,True,False,Late
SHP_03022,SafeExpress,Surat,Sea,Auto Parts,2022-04-04,2022-04-06,2,3,96.29,6.87,513.91,False,False,On Time
SHP_03023,UPS,Jaipur,Ground,Medical Devices,2023-04-05,2023-04-13,8,9,102.46,120.08,731.42,False,False,On Time
SHP_03024,SpeedPost,Hyderabad,Sea,Industrial,2022-04-03,2022-04-11,8,7,192.59,445.57,1364.86,True,False,Late
SHP_03025,Delhivery,Pune,Air,Food,2023-10-18,2023-10-26,8,6,42.74,267.67,206.49,True,False,Late
SHP_03026,Ecom Express,Ahmedabad,Sea,Electronics,2023-11-07,2023-11-12,5,6,121.42,207.57,480.13,False,False,On Time
SHP_03027,XpressBees,Ahmedabad,Air,Electronics,2022-12-16,2022-12-20,4,5,112.76,432.72,875.11,False,False,On Time
SHP_03028,Gati,Surat,Sea,Industrial,2022-03-16,2022-03-25,9,3,210.99,60.85,1673.8,True,False,Late
SHP_03029,DTDC,Kolkata,Ground,Industrial,2023-01-26,2023-01-30,4,4,259.88,428.2,895.73,False,False,On Time
SHP_03030,XpressBees,Pune,Ground,Apparel,2022-11-06,2022-11-16,10,10,125.76,406.76,757.46,False,False,On Time
SHP_03031,Gati,Pune,Sea,Apparel,2022-09-04,2022-09-20,16,10,254.69,280.0,1791.16,True,False,Late
SHP_03032,XpressBees,Mumbai,Air,Auto Parts,2023-07-28,2023-08-01,4,4,60.77,86.7,461.15,False,False,On Time
SHP_03033,Gati,Surat,Air,Apparel,2022-06-19,2022-07-04,15,9,182.92,292.99,1040.27,True,False,Late
SHP_03034,Ecom Express,Mumbai,Air,Consumer Goods,2023-01-05,2023-01-14,9,6,129.24,414.56,759.87,True,False,Late
SHP_03035,FedEx,Kolkata,Ground,Consumer Goods,2023-11-16,2023-11-20,4,5,105.7,1.08,220.2,False,False,On Time
SHP_03036,SafeExpress,Ahmedabad,Air,Pharma,2023-04-03,2023-04-08,5,3,167.74,388.47,866.61,True,False,Late
SHP_03037,SafeExpress,Kolkata,Sea,Consumer Goods,2023-08-17,2023-08-24,7,6,86.59,400.37,585.94,True,False,Late
SHP_03038,SpeedPost,Surat,Air,Industrial,2023-06-01,2023-06-16,15,7,107.82,347.77,497.18,True,False,Late
SHP_03039,Amazon Logistics,Ahmedabad,Ground,Apparel,2023-09-23,2023-10-03,10,9,31.22,237.65,116.09,True,False,Late
SHP_03040,Delhivery,Kolkata,Ground,Auto Parts,2022-05-17,2022-05-28,11,9,66.49,338.65,168.81,True,False,Late
SHP_03041,UPS,Surat,Air,Auto Parts,2023-08-24,2023-09-02,9,7,75.05,175.34,536.95,True,False,Late
SHP_03042,BlueDart,Hyderabad,Ground,Apparel,2022-06-02,2022-06-05,3,3,70.93,90.19,402.08,False,False,On Time
SHP_03043,DHL,Chennai,Air,Consumer Goods,2023-11-11,2023-11-19,8,7,43.04,463.24,332.04,True,False,Late
SHP_03044,DHL,Jaipur,Sea,Pharma,2023-04-18,2023-04-24,6,7,101.91,113.94,256.74,False,False,On Time
SHP_03045,UPS,Bangalore,Ground,Auto Parts,2023-02-14,2023-02-25,11,10,37.83,171.63,202.31,True,False,Late
SHP_03046,Gati,Jaipur,Sea,Pharma,2022-03-05,2022-03-15,10,8,151.9,462.11,675.83,True,False,Late
SHP_03047,BlueDart,Bangalore,Ground,Consumer Goods,2022-08-25,2022-09-01,7,6,38.6,266.63,159.41,True,False,Late
SHP_03048,Amazon Logistics,Chennai,Ground,Apparel,2022-08-13,2022-08-23,10,10,44.56,375.58,144.7,False,False,On Time
SHP_03049,BlueDart,Ahmedabad,Sea,Pharma,2022-01-08,2022-01-15,7,7,93.77,125.87,691.71,False,False,On Time
SHP_03050,XpressBees,Mumbai,Ground,Food,2022-07-15,2022-07-21,6,6,96.69,316.31,505.15,False,False,On Time
SHP_03051,BlueDart,Surat,Ground,Medical Devices,2023-02-13,2023-02-17,4,4,62.8,243.69,331.87,False,False,On Time
SHP_03052,DTDC,Ahmedabad,Air,Auto Parts,2022-04-14,2022-04-22,8,8,165.95,210.77,987.79,False,False,On Time
SHP_03053,Gati,Kolkata,Ground,Medical Devices,2023-01-01,2023-01-11,10,7,211.02,345.73,543.41,True,False,Late
SHP_03054,SafeExpress,Surat,Air,Auto Parts,2023-09-28,2023-10-08,10,5,132.09,161.94,829.49,True,False,Late
